date,id,user.username,user.displayname,place,user.location,content,likeCount,retweetCount,viewCount,hashtags,media,sourceLabel,label
2023-03-16 22:25:20+00:00,1636493881364860934,candle1414_,촛농,,h. 앤오님!!,님 이러니까 무슨 대마초의 왕 같아요 https://t.co/mc4SZ9dXMk,2.0,3.0,156.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FrX-g1QaAAA_H1j?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrX-g1QaAAA_H1j?format=jpg&name=orig', altText=None)]",Twitter for Android,0
2023-03-16 22:22:57+00:00,1636493280702779392,xixv____,𝒎𝒆𝒐𝒎..🇫🇷🐌,,,내 옆자리련 담배 안 핀다고 고상 떨더니 나 담배 필때 옆에서 대마초 빤 거 진짜 어이가 없어서 돌아가실것같다 나만 개꼴초 만들고!!,5.0,0.0,101.0,,,Twitter for iPhone,0
2023-03-16 22:16:25+00:00,1636491635101171713,soso137987,스마일연예,,,대마초로 남산 끌려가 고문까지 받았던 연예인‥ https://t.co/5eQDhUO0cP,0.0,0.0,8.0,,,Microsoft Power Platform,0
2023-03-16 21:53:49+00:00,1636485947759149056,CristalNoelle,Cristal Noelle,,,"☆ 텔레채널검색 p i n k m a n 1 1 4 0 
  
대마초  
창원하이드로몰핀  
패치  
밀크케타민  
좌표  
히로뽕하는방법  
  
#사탕 https://t.co/T0bLoWbbPX",0.0,0.0,6.0,['사탕'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrX3RjoaIAAD6_S?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrX3RjoaIAAD6_S?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 21:05:23+00:00,1636473762949529605,ww202pp,꺾이지 않는 마음,,언제나 두 발은 현실의 자각에,"전두환 손자가 한국 들어올 때 마약 소지할 거고, 마약검사에 걸려야 한다고 알약들과 대마초를 라이브에서 먹었다. 
한국 실정 모르네. 홍정욱 딸년이 마약 3kg 들과 와서도 구속 안 되고 집유 선고됐다. 괜히 마약 때메 폭로 못 하게 입막음만 당하지.",13.0,15.0,4901.0,,,Twitter for iPhone,0
2023-03-16 20:40:43+00:00,1636467552410034176,TrinityLoriann,Trinity Loriann,,,"☎ 텔레채널검색 p i n k m a n 1 1 4 0 
  
액상떨하는법  
경기도떨  
합성대마초  
발정제  
떨상선  
작대기술  
  
#강서수면보조제 https://t.co/KW9VdcYIr5",0.0,0.0,7.0,['강서수면보조제'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrXmi7CaMAAWs4w?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrXmi7CaMAAWs4w?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 20:16:36+00:00,1636461482568458240,CristalNoelle,Cristal Noelle,,,"★ 텔레채널검색 p i n k m a n 1 1 4 0 
  
용인대마초  
얼음  
엑시  
서울떨  
강북에더블  
성남하선구함  
  
#전북헤로인 https://t.co/SqbnivJUpm",0.0,0.0,3.0,['전북헤로인'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrXhAZrakAAh9W9?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrXhAZrakAAh9W9?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 18:56:03+00:00,1636441212596137984,GeorgiannSharl1,Georgiann Sharlene,,,"☆ 텔레채널검색 p i n k m a n 1 1 4 0 
  
케미컬약  
성남합성대마초  
고퀄아이스  
캔디  
엑시  
충남뽕아이스  
  
#버드 https://t.co/r2X9lLPUpW",0.0,0.0,6.0,['버드'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrXOl09aAAEC8Gz?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrXOl09aAAEC8Gz?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 18:42:02+00:00,1636437685274562561,YelenaB05658612,Yelena Bernardine,,,"☏ 텔레채널검색 p i n k m a n 1 1 4 0 
  
대마사는방법  
엑시  
떨도매  
대마초팝니다  
인천드라퍼  
삥두  
  
#drug구매처 https://t.co/8VFjn1XkgB",0.0,0.0,5.0,['drug구매처'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrXLYUcagAAoewC?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrXLYUcagAAoewC?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 18:32:52+00:00,1636435380353511424,snprl1384603,-,,,이 수만은 카지노 대마초 나무타령이 넘 셌다,0.0,0.0,26.0,,,Twitter for Android,0
2023-03-16 18:06:50+00:00,1636428829257510912,RetaLin19,Reta Lin,,,"☆ 텔레채널검색 p i n k m a n 1 1 4 0 
  
전국합성대마초  
LSD판매합니다  
인천작대기술  
머쉬룸  
수원드라퍼  
매직머쉬룸  
  
#대마구입하는방법 https://t.co/Ux8Wl23hg2",0.0,0.0,7.0,['대마구입하는방법'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrXDUvkaEAU3tRq?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrXDUvkaEAU3tRq?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 17:48:13+00:00,1636424143431438336,RosellaTarra,Tarra Rosella,,,"☆ 텔레채널검색 p i n k m a n 1 1 4 0 
  
랏슈  
대마초  
전국파퍼  
전국케이캔디  
아이스가격  
Molly  
  
#매직머쉬룸판매처 https://t.co/AXValssEIl",0.0,0.0,5.0,['매직머쉬룸판매처'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrW_DjmaUAAOAQj?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrW_DjmaUAAOAQj?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 17:44:17+00:00,1636423153256923138,tania_nola,Tania Nola,,,"♡ 텔레채널검색 p i n k m a n 1 1 4 0 
  
울산대마초  
빙두  
캔디  
밀크케이  
충북캔디  
LSD판매  
  
#합성대마초가격 https://t.co/zwYYiLgvWM",0.0,0.0,5.0,['합성대마초가격'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrW-JEjaYAEFh6B?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrW-JEjaYAEFh6B?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 17:10:23+00:00,1636414619744083968,easylifeO_o,이쥐,,내마음속,"마약을 해보고싶긴함. 대마초나 아니면 LSD정도. 펜타닐 코카인등등은 별로.. 그건 진짜 마약이니까.. 근대 지금 명상을 하다가 뭔가 초연한상태가 되어버렸는데, 이것들이 필요없다는 느낌을 강하게 받음. 이 순간에 감사하네.. 아마 대마, LSD를 했을때와 비슷한 느낌이지 않을까..",0.0,0.0,98.0,,,Twitter for iPhone,0
2023-03-16 17:10:09+00:00,1636414562802233345,GeorgiannSharl1,Georgiann Sharlene,,,"♠ 텔레채널검색 p i n k m a n 1 1 4 0 
  
충북도리도리  
빙두구입방법  
충남인증딜러  
대마초  
고기  
캔디구입하는법  
  
#고기구매하는법 https://t.co/U5sWCZYmAN",0.0,0.0,3.0,['고기구매하는법'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrW2VO6aIAUEzUi?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrW2VO6aIAUEzUi?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 16:28:07+00:00,1636403984729776129,Bot_MMA_Fan,MMA Bot,,South Korea,강경호 선수와 알렉스 카세레스의 경기는 많은 논란속에 판정패 했지만 이 후 카세레스의 대마초 흡연 적발로 무효처리 됐다.,0.0,0.0,20.0,,,twittbot.net,0
2023-03-16 15:55:05+00:00,1636395671057240064,JeniferCherryl,Cherryl Jenifer,,,"○ 텔레채널검색 p i n k m a n 1 1 4 0 
  
합성대마초가격  
떨액사는법  
대마액상  
엑시  
물뽕구입  
패치  
  
#우유주사상선 https://t.co/5608NHjZqG",0.0,0.0,6.0,['우유주사상선'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrWlKVaaYAATY5a?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrWlKVaaYAATY5a?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 15:50:39+00:00,1636394553837223940,ira_krystin,Ira Krystin,,,"☎ 텔레채널검색 p i n k m a n 1 1 4 0 
  
사탕  
대마초구하는법  
충청도보안딜러  
원석케타민구하는곳  
대구에더블  
떨구하는법  
  
#클럽drug팔아요 https://t.co/TnVguRkSEP",0.0,0.0,2.0,['클럽drug팔아요'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrWkIQ_akAA7n7f?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrWkIQ_akAA7n7f?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 15:37:21+00:00,1636391209760595974,DorethaMargari2,Doretha Margarita,,,"♥ 텔레채널검색 p i n k m a n 1 1 4 0 
  
뽕아이스사는방법  
부산액상대마  
얼음술파는곳  
정글주스사는곳  
전국합성대마초  
하이브리드  
  
#모르핀 https://t.co/4UquS7CI3z",0.0,0.0,4.0,['모르핀'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrWhGzfaYAMY9OJ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrWhGzfaYAMY9OJ?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 15:06:50+00:00,1636383529759301634,Fucking_comet,이살별,,,하하하. 대마초는 왜 안해서 안 잡혀가는지? 하하하하. 농담입니다.,0.0,0.0,3.0,,,twittbot.net,0
2023-03-16 14:37:27+00:00,1636376133599137792,urdungeon,mega-ne,,구독x,아 저 대마초 목걸이,0.0,0.0,107.0,,,Twitter for iPhone,0
2023-03-16 13:10:22+00:00,1636354217249222657,bluespiel,_(≥∇≤)ノミ☆,,,"""성매매가 합법이고 대마초가 합법이라니 뭔 개소리죠?""

미국 합법 아니야? 세상 아직 조금 살 만해",0.0,0.0,77.0,,,Twitter for Android,0
2023-03-16 13:08:38+00:00,1636353784208031745,absolutelarceny,斎藤永政,,,답례로 나도 집에 가면 기쁘게 해 주지. 대마초 두 봉지를 쌔벼왔거든.,0.0,0.0,2.0,,,Botbird tweets,0
2023-03-16 13:02:38+00:00,1636352272107192320,lruwuy,쵸린,,H. 이양님♡ M. 백양갱님♡,"@kawai_me0 헐 대마초가 아니라 무궁화라니
처음들어봣어요 저지금울고잇어요감사ㅘㅂ다기쁨의눈물 줄줄",0.0,0.0,17.0,,,Twitter for iPhone,0
2023-03-16 12:57:07+00:00,1636350886028120065,a_cup_of_moon,마리아쥬(ɷ ꒪ཀ꒪)ɷ,,인장 코펫님 우강쥬,@r1v9d2 대마초에 취한 현호가 너무 귀엽고 안쓰러워요오오오오 글구 노래가 진짜 넘우넘우 이뻐요,0.0,0.0,23.0,,,Twitter for Android,0
2023-03-16 12:13:15+00:00,1636339846405844992,thatxnotcool,𝔄𝔩𝔯𝔦𝔤𝔥𝔱𝔶 𝔄𝔭𝔥𝔯𝔬𝔡𝔦𝔱𝔢,,,"악기만 챙겨. 망할 트웡키랑 잡지 버리고. 아, 대마초는 이든 가방에 넣어서 가자. 나머지 짐은 라이브 끝나고 생각해. 척의 기사든 할아버지든 어떻게 해주겠지.

🎤",0.0,0.0,8.0,,,Botbird tweets,0
2023-03-16 11:53:12+00:00,1636334801572724736,pungpeng12,펭,,,"ㅋㅌㅌㅋㅋㅋㅋㅋㅋ
옥미님은 그렇게 제 주력캐(대마초)와 어쩌다 한번 나오는 희귀캐(태양)을 모두 보시게 되었읍니다...
맨날 음기캐들만 죽어라 굴려대서...",2.0,0.0,22.0,,,Twitter for Android,0
2023-03-16 11:50:33+00:00,1636334134103797760,l4TdXL76zqUQouJ,마린쨩,,일본,"❣텔레 KRBW24❣

사기 걱정 NO ✿
안전한 거래 ✌

 ☝ 착한딜러 샘플 부터 주문주세요 ☣

작대기 아이스 캔디 케이

떨 떨액 액상 허브액상

대마초 대마 떨 허브 

시원한술 차가운술 빙두

아이스작대기

#엑시 https://t.co/FCp0aGQBE4",0.0,0.0,72.0,['엑시'],"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1636334114797416449/pu/img/1bUXmBhpGlyrWYM4.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1636334114797416449/pu/pl/HATKRQuzico0ROhb.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1636334114797416449/pu/vid/244x432/II6FJRYPQzdDKvS0.mp4?tag=12', contentType='video/mp4', bitrate=632000)], duration=0.719, views=8, altText=None)]",Twitter Web App,1
2023-03-16 11:27:36+00:00,1636328357410512896,KanishaRosalin1,전북떨액 용인드랍 전북케이캔디(랏슈팔아요),,,"♧ ㅌㄹㄱㄹ문의 : p i n k m a n 1 1 4 
크리스탈  
합성대마초  
액상떨  
히로뽕파는곳  
러쉬구입하는방법  
충북허브액상  
#s케타민구하는법 https://t.co/ZfIHLXmfUK",0.0,0.0,9.0,['s케타민구하는법'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrVn8QQaUAE7crG?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrVn8QQaUAE7crG?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 10:59:18+00:00,1636321233875902464,Leejuro01,🏀𖧷쥬로𖧷🏀,,,"트친들아 너희들도 새겨들어라
잡초나 대마초도 일단 풀이긴 하니까
난 너희들의 트친농사 성공사례다
반박시 님들을 땅에 심어버림 https://t.co/3p3UrQLtwX",3.0,0.0,900.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FrVhfaLaIAApj-n?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrVhfaLaIAApj-n?format=jpg&name=orig', altText=None)]",Twitter for Android,0
2023-03-16 10:30:15+00:00,1636313923539574784,SooCarita1,트라마돌구입하는법 환각파티 크리스탈가격(수면유도제사는법),,,"☎ ㅌㄹㄱㄹ문의 : p i n k m a n 1 1 4 
옥시코돈  
옥시코돈  
원석케이판매처  
케이캔디구하는곳  
드랍퍼모집  
합성대마초  
#합성떨 https://t.co/6YniJcunTU",0.0,0.0,23.0,['합성떨'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrVa0MCaYAAHmwB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrVa0MCaYAAHmwB?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 10:22:59+00:00,1636312094734958592,yamadon0309,야마돈💙🇰🇷/반동결,,민주당권리당원,대마초는 국내가아닌 해외서 폈더라도 한국시민권자면 마약범죄가 맞음. 전원우인지 전우원인지 하튼 손자놈이 지 지인들 엿잘맥였음,7.0,0.0,113.0,,,Twitter for Android,0
2023-03-16 10:22:13+00:00,1636311901192986625,MilaGia2,Molly파는곳 전남황술 머쉬룸하는방법(전북스틸녹스),,,"● ㅌㄹㄱㄹ문의 : p i n k m a n 1 1 4 
충북보안업체  
대마초  
액떨효과  
신의눈물상선  
모르핀사는방법  
강원도포도허브  
#아이스뽕 https://t.co/09HA6MYxKp",0.0,0.0,31.0,['아이스뽕'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrVY-iKaEAAyfMr?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrVY-iKaEAAyfMr?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 10:20:43+00:00,1636311523789524992,KaitlynEna,성남수면유도제 합성떨 강서weed(패치),,,"▷ ㅌㄹㄱㄹ문의 : p i n k m a n 1 1 4 
울산합성대마초  
창원하이드로몰핀  
얼음가격  
케타민  
합성대마  
버드  
#경기도삥두 https://t.co/ugKqhz2T6u",0.0,0.0,19.0,['경기도삥두'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrVYoXFaMAEfKLZ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrVYoXFaMAEfKLZ?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 10:03:55+00:00,1636307297277452288,2x9xxx,shin,,2,@sasilgazi 나랑둘이한 담배 대마초 섹스술취함 무너진마음 사랑에빠짐만해도 90점인데요?,3.0,0.0,154.0,,,Twitter for Android,0
2023-03-16 08:24:05+00:00,1636282174432477184,Leejuro01,🏀𖧷쥬로𖧷🏀,,,"뭘 가린거임
트친 농사 대마초네 https://t.co/7qYz3jxHV9",0.0,0.0,47.0,,,Twitter for Android,0
2023-03-16 07:02:42+00:00,1636261693314461698,__anameofrose__,윤사월,,🖤🤍✨🕯📚🩰🏀🐈‍⬛✨🤍🖤,슬램덩크가 진짜 완깐흑발190넘는80년대마초의 맛인데 절대 이사님한테 영업 못함-.-;; 고등학생이라⋯⋯,1.0,0.0,118.0,,,Twitter for iPhone,0
2023-03-16 05:54:06+00:00,1636244429215502336,kdkd13579,1,,,"❤️#ㄷㅐ마초구입
❤️#정품대마초파는곳
ㄷㅐ마초구입
정품대마초파는곳
---------------------------
✔️T E L : MT2438 약사입나다!
 
✔️아이디로 문의주세요!
 
✔️최고의 제품으로 모시겠습니다!
 
✔️채널사기 조심&lt;강해상 핑크맨&gt;사기임 사칭주의!!
YSNE https://t.co/T2xBzgrU83",0.0,0.0,2.0,"['ㄷㅐ마초구입', '정품대마초파는곳']","[Photo(previewUrl='https://pbs.twimg.com/media/FrUbon4aYAEBOhd?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrUbon4aYAEBOhd?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 05:22:09+00:00,1636236387581317126,cliche_point,🍒 ⋆ 🍑 🎀 𝓈𝓅𝒶𝓇𝑒 𝓉𝒾𝓇𝑒 🎀 🍑 ⋆ 🍒,,α Lyrae,대마초 재배하는거 같다고 신고당하는 철뿅 신혼집 베란다,6.0,1.0,290.0,,,Twitter Web App,0
2023-03-16 04:58:32+00:00,1636230443854069763,lemonvo25,레향,,,"도대체 마터프랑 트리시는 얼마나 무능한 부모인가
이제 욕할 힘도 없네
RJ한테 결국 대마초 가게 차려주나보네?
아니 RJ가 돈이 어딨어서 지돈으로 하겠냐고
그리고 엄마 선거나가는데 인터뷰에 지 대마초 가게이름 홍보해달라고 하고
딸은 미성년자인데 술먹는 사진 인스타에 올린 술에 미친애고",0.0,0.0,42.0,,,Twitter Web App,0
2023-03-16 04:44:42+00:00,1636226964058152960,LashayHailey,강하우스파티 대마초 떨액상(전국떨),,,"◈ ㅌㄹㄱㄹ문의 : p i n k m a n 1 1 4 
매직머쉬룸  
s케타민하는법  
서울합성대마초  
강동weed  
브액  
도리도리판매  
#Molly구매 https://t.co/ZdPwZSzyJi",0.0,0.0,17.0,['Molly구매'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrULu-faQAEXYKN?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrULu-faQAEXYKN?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 03:28:27+00:00,1636207774219796480,HuldaGuillermi1,허브상선 파퍼도매 졸피뎀(강동안전업체),,,"☎ ㅌㄹㄱㄹ문의 : p i n k m a n 1 1 4 
합성대마초  
Molly  
사탕  
엑시터시구하는곳  
얼음  
강북고기  
#콕 https://t.co/TSYi6JGGqL",0.0,0.0,17.0,['콕'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrT6Pt6acAAs071?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrT6Pt6acAAs071?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 02:09:43+00:00,1636187960940048385,DorineRosario1,강대마액상 졸피뎀 경북물뽕(강남사탕),,,"☞ ㅌㄹㄱㄹ문의 : p i n k m a n 1 1 4 
합성대마초구하는법  
환각제  
경기도짝대기  
케타민밀크  
강서허브액상  
드러그도매  
#각성제구입방법 https://t.co/1s437nTBNn",0.0,0.0,2.0,['각성제구입방법'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrToP0_acAApOeD?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrToP0_acAApOeD?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-16 00:39:01+00:00,1636165136829517824,WTHIT_Bot,한 잡덕의 취향봇,,19금 요소 다소 있습니다. 팔로우 주의해주세요.,"[Quotes]
""'그린 데이'라는 밴드명이 대마초 피는 거에서 나왔다는 속설이 있는데...""
""대마초 피는 거에서 나온 이름 맞는데요?"" - 빌 마허 (토크쇼 호스트) &amp; 빌리 조 암스트롱 (그린 데이)",1.0,1.0,68.0,,,twittbot.net,0
2023-03-16 00:21:14+00:00,1636160659426779137,RadioKorea,Radio Korea,,Los Angeles,"선밸리 교내서 '식용 대마초' 복용후 학생 8명 고통 호소

https://t.co/OdT052nY3n

Eight students complain of pain after taking 'edible marijuana' at Sun Valley campus

#radiokorea #am1540 #losangeles #usa #라디오코리아 #뉴스 #news #LA #marijuana #edibles #overdose #od https://t.co/dIDgbDKONw",0.0,0.0,74.0,"['radiokorea', 'am1540', 'losangeles', 'usa', '라디오코리아', '뉴스', 'news', 'LA', 'marijuana', 'edibles', 'overdose', 'od']","[Photo(previewUrl='https://pbs.twimg.com/media/FrTPcpOaEAM_zsU?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrTPcpOaEAM_zsU?format=jpg&name=orig', altText='Photo Credit: LAFD Twitter capture')]",Twitter Web App,0
2023-03-15 22:22:40+00:00,1636130822880382977,Kimhongcha_tea,🍒티백은 비워둘 수 있습니다☕,,I: 육회님 / H: 허니비님,"ㅁㅊ
아침부터대마(not대마초)가철이네요",1.0,0.0,63.0,,,Twitter for Android,0
2023-03-15 21:17:30+00:00,1636114420823916544,SirenaMeredith,수LSD사는방법 GHB 전국합성대마초(콕도매),,,"☎ ㅌㄹㄱㄹ문의 : p i n k m a n 1 1 4 
대구얼음  
대마초구매  
성남액상대마  
경남히로뽕  
버드  
경기도졸피뎀  
#액브판매 https://t.co/olSPfllfC1",0.0,0.0,6.0,['액브판매'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrSlX21aQAAK-et?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrSlX21aQAAK-et?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-15 19:37:40+00:00,1636089297517555712,LashayHailey,강하우스파티 대마초 떨액상(전국떨),,,"★ ㅌㄹㄱㄹ문의 : p i n k m a n 1 1 4 
인슐린파는곳  
액상대마사는방법  
대마초  
케이  
머쉬룸  
섹스마약  
#전국스틸녹스 https://t.co/y7jYjLr6BO",0.0,0.0,7.0,['전국스틸녹스'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrSOgM_aYAAUCub?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrSOgM_aYAAUCub?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-15 18:02:15+00:00,1636065287085916160,ZovoM_,줌,,"Shit, this is red too",@EgG_8_8 이 미친대마초새끼,0.0,0.0,379.0,,,Twitter for iPhone,0
2023-03-15 17:48:21+00:00,1636061789871038476,MargaretaAlayna,강강남모르핀떨리퀴드 대전뽕 대마초(케이원석구매),,,"♧ ㅌㄹㄱㄹ문의 : p i n k m a n 1 1 4 
버드  
차가운술판매합니다  
부산합성대마초  
대전안전드랍  
울산얼음술  
밀크케이  
#대전최음제 https://t.co/31kCIUhqxV",0.0,0.0,4.0,['대전최음제'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrR1gNKaYAsWQ5h?format=png&name=small', fullUrl='https://pbs.twimg.com/media/FrR1gNKaYAsWQ5h?format=png&name=orig', altText=None)]",Twitter Web App,1
2023-03-15 17:48:13+00:00,1636061756631179266,sex_jawi,김도태,,,즈그들도 여권이랑 민증 다 까든가 입만 산게 누군데? 얼마나 대가리가 비었으면 그렇게 쉽게 떠들지? 저걸 밝히는 사람은 최소 정신병원 강제 입원 최대 살해당할 위험을 안고 밝히고 있는 건데 대마초 시시하다 찡찡거리는 새끼들은 뭘 위해서 애새끼처럼 드러눕는 거임?,6.0,0.0,475.0,,,Twitter for iPhone,0
2023-03-15 17:45:56+00:00,1636061178903552012,sex_jawi,김도태,,,이런데 무슨 대마초만 공개한다고 시시하다고 거품무는 것들은 뭐임?,4.0,2.0,2020.0,,,Twitter for iPhone,0
2023-03-15 17:10:38+00:00,1636052294591729665,MilaGia2,Molly파는곳 전남황술 머쉬룸하는방법(전북스틸녹스),,,"☆ ㅌㄹㄱㄹ문의 : p i n k m a n 1 1 4 
합성떨  
drug후기  
파티drug  
대마초  
차가운술구입하는법  
원석케타민가격  
#충북좌표딜러모집 https://t.co/lnR3Z8UwPS",0.0,0.0,5.0,['충북좌표딜러모집'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrRs3xUaYAAh1ch?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrRs3xUaYAAh1ch?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-15 17:03:24+00:00,1636050475564032002,DorineRosario1,강대마액상 졸피뎀 경북물뽕(강남사탕),,,"☎ ㅌㄹㄱㄹ문의 : p i n k m a n 1 1 4 
창원합성대마초  
빙두구매방법  
최음제사는곳  
아이스  
암페타민사는법  
액떨사는방법  
#엑스터시 https://t.co/q87Tv4xPkk",0.0,0.0,10.0,['엑스터시'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrRrNn5aQAA9DcW?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrRrNn5aQAA9DcW?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-15 16:58:36+00:00,1636049268472692736,GlynisLurline,파티마광주보안딜러 펜타닐 시원한술(정글주스팔아요),,,"♠ ㅌㄹㄱㄹ문의 : p i n k m a n 1 1 4 
경상도포도허브  
아이스  
환각파티  
원석케이후기  
뽕  
대마초  
#강원도옥시코돈 https://t.co/HPKUbL16gZ",0.0,0.0,16.0,['강원도옥시코돈'],"[Photo(previewUrl='https://pbs.twimg.com/media/FrRqFTTaAAEhJB4?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrRqFTTaAAEhJB4?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-15 15:47:21+00:00,1636031335721746433,agi1004_,아기천사👻,,,글고 한국인들이 우리가입은 대마초 티셔츠 보고 머야 대마파나봐 이러고 감 ㅅㅂ아니에요,1.0,0.0,52.0,,,Twitter for iPhone,0
2023-03-15 15:40:42+00:00,1636029665709273089,applemiso_soup,비씨,,,"@tofumrs 아무래도 업보인편이죠
당신이 키운 대마초들이다 버텨라",1.0,0.0,29.0,,,Twitter for Android,0
2023-03-15 15:19:11+00:00,1636024248526577666,ruan0727,카나타빵댕's,,사탕좋아,@jiFM9oksE85lSLD ..... 나는 대마초,1.0,0.0,17.0,,,Twitter for Android,0
2023-03-15 15:00:57+00:00,1636019661459582976,abcdefghi__LJM,🇰🇷🌺안더쿠🎗️🇰🇷,,더불어민주당 권리당원,@ghosttortoise 마쟈 미국에서 합법이면 머 어쩔대마초,3.0,0.0,19.0,,,Twitter for iPhone,0
2023-03-15 14:59:53+00:00,1636019392353013762,milkcreamlxtte,크림,,브릭스턴아카데미,"@ho_ney__ 타임라인이 
저스틴앨리스 키스-&gt;율리아가목격-&gt;율리아가 리온사물함에 넣고 소피에게 대마초들킴-&gt;2번째 옥상 (맥스 가지고 놀던)-&gt;앨리스가 목격-&gt;저스틴에게 하소연-&gt;그다음 텔미 저는 이렇게 생각해서 그사이에 제법 시간이 좀 있다구 생각했어요",0.0,0.0,67.0,,,Twitter for Android,0
2023-03-15 13:25:07+00:00,1635995541514383365,Yunjong_rdd,대가리,,대화산파,@Mt_Hwasan1030 ㅋㅌㅋㅋㅌㅋㅋㅋ 현실 대마초 이싱가요..(´。✪ω✪。｀),1.0,0.0,12.0,,,Twitter for Android,0
